1.2.47.5	aas	b2836	Z4154	ECs3693	
1.10.13.2	yleB	b0662	Z0811	ECs0700	
1.7.24.2	yliG	b0835	Z1061	ECs0915	
1.11.24.2	yliI	b0837	Z1063	ECs0917	
1.1.40.2	yliJ	b0838	Z1064	ECs0918	
1.6.16.2	yljA	b0881	Z1118	ECs0967	
1.2.28.2	ymbA	b0952	Z1302	ECs1036	
1.6.33.2	ymcA	b0984	Z1401	ECs1140	
1.8.33.2	ymcB	b0985	Z1402	ECs1141	
1.10.33.2	ymcC	b0986	Z1403	ECs1142	
1.12.33.2	ymcD	b0987	Z1404	ECs1143	
1.8.43.2	ymdC	b1046	Z1680	ECs1424	
1.10.43.2	ymdD	b1047	Z1681	ECs1425	
1.5.25.2	ymfA	b1122			
1.7.27.2	ymfC	b1135	Z1864	ECs1607	
1.11.27.2	ymfD	b1137			
1.1.43.2	ymfE	b1138			
1.9.43.2	ymfH	b1142			
1.11.43.2	ymfI	b1143			
1.1.29.2	ymfJ	b1144			
1.7.29.2	ymfL	b1147			
1.9.29.2	ymfM	b1148			
1.11.29.2	ymfN	b1149			
1.3.45.2	ymfO	b1151			
1.1.45.2	ymfR	b1150			
1.7.47.2	ymgA	b1165			
1.9.47.2	ymgB	b1166			
1.11.47.2	ymgC	b1167			
1.9.3.3	ymgE	b1195	Z1960	ECs1692	
1.4.19.3	ymjA	b1295	Z2493	ECs1872	
1.6.2.3	ynaC	b1373			
1.10.2.3	ynaE	b1375			
1.12.2.3	ynaF	b1376	Z2335	ECs1997	
1.6.25.3	ynaJ	b1332	Z2436	ECs1913	
1.10.8.3	ynbD	b1411	Z2316	ECs2013	
1.12.18.3	ynbE	b1382			
1.2.20.3	ynbF	b1389			
1.2.30.3	yncB	b1449	Z2270	ECs2053	
1.7.10.3	yneB	b1517	Z2188	ECs2124	
1.9.26.3	yneH	b1524	Z2179	ECs2131	
1.1.12.3	yneJ	b1526	Z2177	ECs2133	
1.11.2.4	ynfC	b1585	Z2572	ECs2291	
1.7.4.4	ynfL	b1595	Z2589	ECs2301	
1.9.4.4	ynfM	b1596	Z2590	ECs2302	
1.6.2.4	ynhA	b1679	Z2707	ECs2386	
1.10.2.4	ynhC	b1681	Z2709	ECs2388	
1.12.2.4	ynhD	b1682	Z2710	ECs2389	
1.2.37.3	ynhE	b1683	Z2711	ECs2390	
1.4.2.4	ynhG	b1678	Z2706	ECs2385	
1.6.10.4	yniC	b1727	Z2756	ECs2433	
1.12.48.3	ynjA	b1753	Z2785	ECs2459	
1.6.44.3	yoaE	b1816	Z2859	ECs2525	
1.8.40.3	yoaF	b1793	Z2835	ECs2502	
1.2.7.4	yoaG	b1796	Z2838	ECs2505	
1.5.20.4	yodB	b1974	Z3067	ECs2712	
1.10.15.4	yohC	b2135	Z3384	ECs3022	
1.12.15.4	yohD	b2136	Z3385	ECs3023	
1.2.31.4	yohF	b2137			
1.4.31.4	yohG	b2138		ECs3025	
1.6.31.4	yohH	b2139			
1.8.31.4	yohI	b2140	Z3389	ECs3026	
1.10.31.4	yohJ	b2141	Z3396	ECs3033	
1.12.31.4	yohK	b2142	Z3397	ECs3034	
1.8.40.4	yohL	b2105	Z3273	ECs2911	
1.10.40.4	yohM	b2106	Z3274	ECs2912	
1.2.43.4	yojH	b2210	Z3468	ECs3099	
1.4.43.4	yojI	b2211	Z3469	ECs3100	
1.10.43.4	yojL	b2214	Z3472	ECs3103	
1.2.29.4	yojN	b2216	Z3475	ECs3105	
1.4.5.5	ypfH	b2473	Z3732	ECs3335	
1.6.5.5	ypfI	b2474	Z3733	ECs3336	
1.2.2.5	yphA	b2543	Z3815	ECs3409	
1.4.2.5	yphB	b2544	Z3816	ECs3410	
1.6.2.5	yphC	b2545	Z3818		
1.8.2.5	yphD	b2546	Z3819	ECs3412	
1.10.2.5	yphE	b2547	Z3821	ECs3413	
1.12.2.5	yphF	b2548	Z3823	ECs3414	
1.2.18.5	yphG	b2549	Z3825	ECs3415	
1.4.18.5	yphH	b2550	Z3826	ECs3416	
1.9.2.5	ypjA	b2647	Z3948	ECs3515	
1.12.12.5	ypjE	b2612			
1.7.2.5	ypjF	b2646			
1.9.24.5	yqaB	b2690	Z3991	ECs3552	
1.11.6.6	yqcB	b2791	Z4107	ECs3651	
1.5.41.5	yqcD	b2794	Z4111	ECs3654	
1.3.4.6	yqcE	b2775	Z4086	ECs3631	
1.4.4.6	yqeA	b2874	Z4213	ECs3747	
1.6.33.5	yqeF	b2844	Z4164	ECs3701	
1.10.33.5	yqeH	b2846	Z4166	ECs3703	
1.12.33.5	yqeI	b2847	Z4167	ECs3704	
1.2.49.5	yqeJ	b2848	Z4168	ECs3705	
1.4.49.5	yqeK	b2849	Z4169	ECs3706	
1.8.8.6	yqfB	b2900	Z4238	ECs3772	
1.12.10.6	yqfE	b2915			
1.8.38.5	yqgA	b2966	Z4311	ECs3842	
1.2.34.5	yqgB	b2939	Z4284	ECs3815	
1.4.34.5	yqgC	b2940	Z4285	ECs3816	
1.6.34.5	yqgD	b2941	Z4286	ECs3817	
1.8.1.6	yqgE	b2948	Z4293	ECs3824	
1.10.1.6	yqgF	b2949			
1.6.44.5	yqhA	b3002	Z4355	ECs3886	
1.10.11.6	yqhC	b3010	Z4363	ECs3895	
1.12.11.6	yqhD	b3011	Z4364	ECs3894	
1.3.30.5	yqhE	b3012	Z4365	ECs3896	
1.5.30.5	yqhG	b3013	Z4367	ECs3897	
1.7.30.5	yqhH	b3014	Z4369	ECs3899	
1.5.48.5	yqiA	b3031	Z4388	ECs3919	
1.9.48.5	yqiB	b3033	Z4390	ECs3921	
1.11.48.5	yqiE	b3034	Z4391	ECs3922	
1.11.1.6	yqiG	b3046			
1.1.36.5	yqiH	b3047			
1.3.36.5	yqiI	b3048			
1.11.9.6	yqjA	b3095	Z4449	ECs3977	
1.1.44.5	yqjB	b3096	Z4450	ECs3978	
1.3.44.5	yqjC	b3097	Z4451	ECs3979	
1.5.44.5	yqjD	b3098	Z4452	ECs3980	
1.7.44.5	yqjE	b3099	Z4453	ECs3981	
1.11.44.5	yqjF	b3101	Z4455	ECs3983	
1.1.11.6	yqjG	b3102	Z4456	ECs3984	
1.9.5.6	yqjH	b3070	Z4423	ECs3952	
1.11.5.6	yqjI	b3071	Z4424	ECs3953	
1.9.32.6	yraH	b3142	Z4498	ECs4020	
1.11.32.6	yraI	b3143	Z4499	ECs4021	
1.1.18.6	yraJ	b3144	Z4500	ECs4022	
1.3.18.6	yraK	b3145	Z4504	ECs4026	
1.5.18.6	yraL	b3146	Z4505	ECs4027	
1.7.18.6	yraM	b3147	Z4506	ECs4028	
1.9.18.6	yraN	b3148	Z4507	ECs4029	
1.11.18.6	yraO	b3149	Z4508	ECs4030	
1.1.34.6	yraP	b3150	Z4509	ECs4031	
1.3.34.6	yraQ	b3151	Z4510	ECs4032	
1.5.34.6	yraR	b3152	Z4511	ECs4033	
1.5.40.6	yrbA	b3190	Z4553	ECs4069	
1.7.40.6	yrbB	b3191	Z4554	ECs4070	
1.9.40.6	yrbC	b3192	Z4555	ECs4071	
1.11.40.6	yrbD	b3193	Z4556	ECs4072	
1.1.26.6	yrbE	b3194	Z4557	ECs4073	
1.3.26.6	yrbF	b3195	Z4558	ECs4074	
1.5.26.6	yrbG	b3196	Z4559	ECs4075	
1.7.26.6	yrbH	b3197	Z4560	ECs4076	
1.9.26.6	yrbI	b3198	Z4561	ECs4077	
1.11.26.6	yrbK	b3199	Z4562	ECs4078	
1.6.12.6	yrbL	b3207	Z4570	ECs4086	
1.4.38.6	yrdA	b3279	Z4650	ECs4145	
1.6.38.6	yrdB	b3280			
1.10.38.6	yrdC	b3282	Z4653	ECs4148	
1.12.38.6	yrdD	b3283	Z4654		
1.4.27.6	yrfA	b3392	Z4746	ECs4234	
1.6.27.6	yrfB	b3393	Z4747	ECs4235	
1.8.27.6	yrfC	b3394	Z4748	ECs4236	
1.10.27.6	yrfD	b3395	Z4749		
1.2.43.6	yrfE	b3397	Z4751	ECs4239	
1.4.43.6	yrfF	b3398	Z4752	ECs4240	
1.6.43.6	yrfG	b3399	Z4753	ECs4241	
1.8.43.6	yrfH	b3400	Z4754	ECs4242	
1.10.43.6	yrfI	b3401	Z4755	ECs4243	
1.11.19.6	yrhA	b3443			
1.5.35.6	yrhB	b3446			
1.11.16.7	ysgA	b3830	Z5352	ECs4760	
1.5.8.7	yshA	b3875	Z5411	ECs4797	
1.5.44.7	ytfA	b4205			
1.7.44.7	ytfB	b4206	Z5817	ECs5184	
1.1.30.7	ytfE	b4209	Z5820	ECs5187	
1.3.30.7	ytfF	b4210	Z5821	ECs5188	
1.5.30.7	ytfG	b4211	Z5822	ECs5190	
1.7.30.7	ytfH	b4212	Z5823	ECs5189	
1.1.46.7	ytfI	b4215	Z5826	ECs5193	
1.3.46.7	ytfJ	b4216	Z5827	ECs5194	
1.5.46.7	ytfK	b4217	Z5828	ECs5195	
1.7.46.7	ytfL	b4218	Z5829	ECs5196	
1.11.46.7	ytfM	b4220	Z5831	ECs5198	
1.1.32.7	ytfN	b4221	Z5832	ECs5199	
1.3.32.7	ytfP	b4222	Z5833	ECs5200	
1.1.48.7	ytfQ	b4227	Z5838	ECs5205	
1.3.48.7	ytfR	b4228	Z5839	ECs5206	
1.5.48.7	ytfS	b4229			
1.7.48.7	ytfT	b4230	Z5840	ECs5207	
1.3.17.6	yzgL	b3427			
1.11.25.5	zipA	b2412	Z3678	ECs3284	
1.3.39.6	zntA	b3469	Z4843	ECs4318	
1.7.34.3	zwf	b1852	Z2904	ECs2562	
1.8.12.8				ECs0219	
1.10.12.8				ECs0235	
1.12.12.8				ECs0239	
1.2.28.8				ECs0240	
1.4.28.8				ECs0272	
1.6.28.8				ECs0275	
1.8.28.8				ECs0286	
1.10.28.8				ECs0301	
1.12.28.8				ECs0308	
1.2.14.8				ECs0325	
1.4.14.8				ECs0361	
1.6.14.8				ECs0547	
1.8.14.8				ECs0550	
1.10.14.8				ECs0604	
1.12.14.8				ECs0727	
1.2.30.8				ECs0801	
1.4.30.8				ECs0805	
1.6.30.8				ECs0808	
1.8.30.8				ECs0810	
1.10.30.8				ECs0811	
1.12.30.8				ECs0817	
1.2.16.8				ECs0822	
1.4.16.8				ECs0823	
1.6.16.8				ECs0826	
1.8.16.8				ECs0914	
1.10.16.8				ECs0951	
1.12.16.8				ECs1056	
1.2.32.8				ECs1060	
1.4.32.8				ECs1062	
1.6.32.8				ECs1066	
1.8.32.8				ECs1067	
1.10.32.8				ECs1072	
1.12.32.8				ECs1078	
1.2.18.8				ECs1079	
1.4.18.8				ECs1081	
1.6.18.8				ECs1091	
1.8.18.8				ECs1098	
1.10.18.8				ECs1099	
1.12.18.8				ECs1119	
1.2.34.8				ECs1125	
1.4.34.8				ECs1166	
1.6.34.8				ECs1167	
1.8.34.8				ECs1170	
1.10.34.8				ECs1173	
1.12.34.8				ECs1180	
1.2.20.8				ECs1181	
1.4.20.8				ECs1182	
1.6.20.8				ECs1183	
1.8.20.8				ECs1184	
1.10.20.8				ECs1185	
1.12.20.8				ECs1186	
1.2.36.8				ECs1188	
1.4.36.8				ECs1189	
1.6.36.8				ECs1190	
1.8.36.8				ECs1191	
1.10.36.8				ECs1194	
1.12.36.8				ECs1197	
1.2.22.8				ECs1198	
1.4.22.8				ECs1199	
1.6.22.8				ECs1202	
1.8.22.8				ECs1210	
1.10.22.8				ECs1218	
1.12.22.8				ECs1226	
1.2.38.8				ECs1231	
1.4.38.8				ECs1234	
1.6.38.8				ECs1243	
1.8.38.8				ECs1250	
1.10.38.8				ECs1306	
1.12.38.8				ECs1315	
1.2.24.8				ECs1318	
1.4.24.8				ECs1320	
1.6.24.8				ECs1329	
1.8.24.8				ECs1331	
1.10.24.8				ECs1332	
1.12.24.8				ECs1334	
1.2.40.8				ECs1335	
1.4.40.8				ECs1342	
1.6.40.8				ECs1357	
1.8.40.8				ECs1359	
1.10.40.8				ECs1363	
1.12.40.8				ECs1365	
1.4.11.8				ECs1368	
1.6.11.8				ECs1369	
1.8.11.8				ECs1375	
1.10.11.8				ECs1379	
1.12.11.8				ECs1385	
1.2.27.8				ECs1388	
1.4.27.8				ECs1391	
1.6.27.8				ECs1392	
1.8.27.8				ECs1400	
1.10.27.8				ECs1418	
1.12.27.8				ECs1517	
1.2.13.8				ECs1519	
1.4.13.8				ECs1521	
1.6.13.8				ECs1525	
1.8.13.8				ECs1526	
1.10.13.8				ECs1527	
1.12.13.8				ECs1528	
1.2.29.8				ECs1529	
1.4.29.8				ECs1535	
1.6.29.8				ECs1536	
1.8.29.8				ECs1537	
1.10.29.8				ECs1538	
1.12.29.8				ECs1539	
1.2.15.8				ECs1554	
1.4.15.8				ECs1556	
1.6.15.8				ECs1562	
1.8.15.8				ECs1563	
1.10.15.8				ECs1566	
1.12.15.8				ECs1567	
1.2.31.8				ECs1569	
1.4.31.8				ECs1575	
1.6.31.8				ECs1576	
1.8.31.8				ECs1577	
1.10.31.8				ECs1579	
1.12.31.8				ECs1581	
1.2.17.8				ECs1585	
1.4.17.8				ECs1588	
1.6.17.8				ECs1593	
1.8.17.8				ECs1596	
1.10.17.8				ECs1644	
1.12.17.8				ECs1647	
1.2.33.8				ECs1661	
1.4.33.8				ECs1673	
1.6.33.8				ECs1695	
1.8.33.8				ECs1702	
1.10.33.8				ECs1706	
1.12.33.8				ECs1758	
1.2.19.8				ECs1770	
1.4.19.8				ECs1771	
1.6.19.8				ECs1775	
1.8.19.8				ECs1804	
1.10.19.8				ECs1821	
1.12.19.8				ECs1822	
1.2.35.8				ECs1984	
1.4.35.8				ECs1988	
1.6.35.8				ECs2142	
1.8.35.8				ECs2170	
1.10.35.8				ECs2171	
1.12.35.8				ECs2182	
1.2.21.8				ECs2196	
1.4.21.8				ECs2200	
1.6.21.8				ECs2202	
1.8.21.8				ECs2203	
1.10.21.8				ECs2212	
1.12.21.8				ECs2213	
1.2.37.8				ECs2215	
1.4.37.8				ECs2227	
1.6.37.8				ECs2239	
1.8.37.8				ECs2263	
1.10.37.8				ECs2266	
1.12.37.8				ECs2270	
1.2.23.8				ECs2281	
1.4.23.8				ECs2333	
1.6.23.8				ECs2526	
1.8.23.8				ECs2621	
1.10.23.8				ECs2627	
1.12.23.8				ECs2628	
1.2.39.8				ECs2648	
1.4.39.8				ECs2704	
1.6.39.8				ECs2713	
1.8.39.8				ECs2737	
1.10.39.8				ECs2747	
1.12.39.8				ECs2753	
1.2.25.8				ECs2758	
1.4.25.8				ECs2760	
1.6.25.8				ECs2765	
1.8.25.8				ECs2769	
1.10.25.8				ECs2772	
1.12.25.8				ECs2793	
1.2.41.8				ECs2799	
1.4.41.8				ECs2800	
1.6.41.8				ECs2962	
1.8.41.8				ECs2971	
1.10.41.8				ECs2976	
1.12.41.8				ECs2980	
1.3.11.8				ECs2989	
1.5.11.8				ECs2994	
1.7.11.8				ECs2999	
1.9.11.8				ECs3003	
1.11.11.8				ECs3006	
1.1.27.8				ECs3008	
1.3.27.8				ECs3012	
1.5.27.8				ECs3237	
1.7.27.8				ECs3484	
1.9.27.8				ECs3492	
1.11.27.8				ECs3499	
1.1.13.8				ECs3636	
1.3.13.8				ECs3718	
1.5.13.8				ECs3783	
1.7.13.8				ECs3851	
1.9.13.8				ECs3856	
1.11.13.8				ECs3864	
1.1.29.8				ECs3870	
1.3.29.8				ECs3934	
1.5.29.8				ECs4187	
1.7.29.8				ECs4281	
1.9.29.8				ECs4472	
1.11.29.8				ECs4536	
1.1.15.8				ECs4548	
1.3.15.8				ECs4589	
1.5.15.8				ECs4592	
1.7.15.8				ECs4593	
1.9.15.8				ECs4656	
1.11.15.8				ECs4658	
1.1.31.8				ECs4659	
1.3.31.8				ECs4814	
1.5.31.8				ECs4865	
1.7.31.8				ECs4940	
1.9.31.8				ECs4943	
1.11.31.8				ECs4944	
1.1.17.8				ECs4945	
1.3.17.8				ECs4946	
1.5.17.8				ECs4947	
1.7.17.8				ECs4948	
1.9.17.8				ECs4949	
1.11.17.8				ECs4950	
1.1.33.8				ECs4951	
1.3.33.8				ECs4952	
1.5.33.8				ECs4953	
1.7.33.8				ECs4954	
1.9.33.8				ECs4955	
1.11.33.8				ECs4956	
1.1.19.8				ECs4957	
1.3.19.8				ECs4958	
1.5.19.8				ECs4959	
1.7.19.8				ECs4960	
1.9.19.8				ECs4961	
1.11.19.8				ECs4962	
1.1.35.8				ECs4963	
1.3.35.8				ECs4964	
1.5.35.8				ECs4965	
1.7.35.8				ECs4966	
1.9.35.8				ECs4967	
1.11.35.8				ECs4968	
1.1.21.8				ECs4969	
1.3.21.8				ECs4970	
1.5.21.8				ECs4971	
1.7.21.8				ECs4972	
1.9.21.8				ECs4973	
1.11.21.8				ECs4974	
1.1.37.8				ECs4975	
1.3.37.8				ECs4976	
1.5.37.8				ECs4977	
1.7.37.8				ECs4978	
1.9.37.8				ECs4979	
1.11.37.8				ECs4980	
1.1.23.8				ECs4981	
1.3.23.8				ECs4982	
1.5.23.8				ECs4983	
1.7.23.8				ECs4984	
1.9.23.8				ECs4985	
1.11.23.8				ECs4986	
1.1.39.8				ECs4987	
1.3.39.8				ECs4988	
1.5.39.8				ECs4989	
1.7.39.8				ECs4990	
1.9.39.8				ECs4991	
1.11.39.8				ECs4992	
1.1.25.8				ECs4993	
1.3.25.8				ECs4994	
1.5.25.8				ECs4995	
1.7.25.8				ECs4996	
1.9.25.8				ECs4997	
1.11.25.8				ECs4998	
1.1.41.8				ECs5065	
1.3.41.8				ECs5181	
1.5.41.8				ECs5247	
1.7.41.8				ECs5265	
1.9.41.8				ECs5267	
1.11.41.8				ECs5292	
1.3.42.8				ECs5296	
1.5.42.8				ECs5328	
1.1.1.1					--NO INFORMATION
1.1.10.11					--NO INFORMATION
1.1.10.8					--NO INFORMATION
1.1.11.8					--NO INFORMATION
1.1.12.11					--NO INFORMATION
1.1.12.6					--NO INFORMATION
1.1.13.6					--NO INFORMATION
1.1.14.11					--NO INFORMATION
1.1.14.4					--NO INFORMATION
1.1.15.4					--NO INFORMATION
1.1.16.11					--NO INFORMATION
1.1.16.2					--NO INFORMATION
1.1.17.2					--NO INFORMATION
1.1.18.11					--NO INFORMATION
1.1.2.1					--NO INFORMATION
1.1.2.11					--NO INFORMATION
1.1.20.11					--NO INFORMATION
1.1.22.11					--NO INFORMATION
1.1.25.9					--NO INFORMATION
1.1.26.9					--NO INFORMATION
1.1.27.7					--NO INFORMATION
1.1.28.7					--NO INFORMATION
1.1.29.5					--NO INFORMATION
1.1.30.5					--NO INFORMATION
1.1.31.3					--NO INFORMATION
1.1.32.3					--NO INFORMATION
1.1.33.1					--NO INFORMATION
1.1.34.1					--NO INFORMATION
1.1.4.11					--NO INFORMATION
1.1.40.10					--NO INFORMATION
1.1.41.10					--NO INFORMATION
1.1.42.8					--NO INFORMATION
1.1.43.10					--NO INFORMATION
1.1.43.8					--NO INFORMATION
1.1.44.6					--NO INFORMATION
1.1.45.10					--NO INFORMATION
1.1.45.6					--NO INFORMATION
1.1.46.4					--NO INFORMATION
1.1.47.10					--NO INFORMATION
1.1.47.4					--NO INFORMATION
1.1.48.2					--NO INFORMATION
1.1.49.10					--NO INFORMATION
1.1.49.2					--NO INFORMATION
1.1.6.11					--NO INFORMATION
1.1.8.10					--NO INFORMATION
1.1.8.11					--NO INFORMATION
1.1.9.10					--NO INFORMATION
1.10.22.11					--NO INFORMATION
1.11.10.11					--NO INFORMATION
1.11.12.11					--NO INFORMATION
1.11.14.11					--NO INFORMATION
1.11.16.11					--NO INFORMATION
1.11.18.11					--NO INFORMATION
1.11.2.11					--NO INFORMATION
1.11.20.11					--NO INFORMATION
1.11.22.11					--NO INFORMATION
1.11.4.11					--NO INFORMATION
1.11.41.10					--NO INFORMATION
1.11.43.10					--NO INFORMATION
1.11.45.10					--NO INFORMATION
1.11.47.10					--NO INFORMATION
1.11.49.10					--NO INFORMATION
1.11.6.11					--NO INFORMATION
1.11.8.11					--NO INFORMATION
1.12.22.11					--NO INFORMATION
1.12.6.11					--NO INFORMATION
1.2.1.1					--NO INFORMATION
1.2.10.8					--NO INFORMATION
1.2.11.8					--NO INFORMATION
1.2.12.6					--NO INFORMATION
1.2.13.6					--NO INFORMATION
1.2.14.4					--NO INFORMATION
1.2.15.4					--NO INFORMATION
1.2.16.2					--NO INFORMATION
1.2.17.2					--NO INFORMATION
1.2.2.1					--NO INFORMATION
1.2.22.11					--NO INFORMATION
1.2.25.9					--NO INFORMATION
1.2.26.9					--NO INFORMATION
1.2.27.7					--NO INFORMATION
1.2.28.7					--NO INFORMATION
1.2.29.5					--NO INFORMATION
1.2.30.5					--NO INFORMATION
1.2.31.3					--NO INFORMATION
1.2.32.3					--NO INFORMATION
1.2.33.1					--NO INFORMATION
1.2.34.1					--NO INFORMATION
1.2.40.10					--NO INFORMATION
1.2.41.10					--NO INFORMATION
1.2.42.8					--NO INFORMATION
1.2.43.8					--NO INFORMATION
1.2.44.6					--NO INFORMATION
1.2.45.6					--NO INFORMATION
1.2.46.4					--NO INFORMATION
1.2.47.4					--NO INFORMATION
1.2.48.2					--NO INFORMATION
1.2.49.2					--NO INFORMATION
1.2.8.10					--NO INFORMATION
1.2.9.10					--NO INFORMATION
1.3.10.11					--NO INFORMATION
1.3.12.11					--NO INFORMATION
1.3.14.11					--NO INFORMATION
1.3.16.11					--NO INFORMATION
1.3.18.11					--NO INFORMATION
1.3.2.11					--NO INFORMATION
1.3.20.11					--NO INFORMATION
1.3.22.11					--NO INFORMATION
1.3.4.11					--NO INFORMATION
1.3.41.10					--NO INFORMATION
1.3.43.10					--NO INFORMATION
1.3.45.10					--NO INFORMATION
1.3.47.10					--NO INFORMATION
1.3.49.10					--NO INFORMATION
1.3.6.11					--NO INFORMATION
1.3.8.11					--NO INFORMATION
1.4.22.11					--NO INFORMATION
1.5.10.11					--NO INFORMATION
1.5.12.11					--NO INFORMATION
1.5.14.11					--NO INFORMATION
1.5.16.11					--NO INFORMATION
1.5.18.11					--NO INFORMATION
1.5.2.11					--NO INFORMATION
1.5.20.11					--NO INFORMATION
1.5.22.11					--NO INFORMATION
1.5.4.11					--NO INFORMATION
1.5.41.10					--NO INFORMATION
1.5.43.10					--NO INFORMATION
1.5.45.10					--NO INFORMATION
1.5.47.10					--NO INFORMATION
1.5.49.10					--NO INFORMATION
1.5.6.11					--NO INFORMATION
1.5.8.11					--NO INFORMATION
1.6.22.11					--NO INFORMATION
1.7.10.11					--NO INFORMATION
1.7.12.11					--NO INFORMATION
1.7.14.11					--NO INFORMATION
1.7.16.11					--NO INFORMATION
1.7.18.11					--NO INFORMATION
1.7.2.11					--NO INFORMATION
1.7.20.11					--NO INFORMATION
1.7.22.11					--NO INFORMATION
1.7.4.11					--NO INFORMATION
1.7.41.10					--NO INFORMATION
1.7.43.10					--NO INFORMATION
1.7.45.10					--NO INFORMATION
1.7.47.10					--NO INFORMATION
1.7.49.10					--NO INFORMATION
1.7.6.11					--NO INFORMATION
1.7.8.11					--NO INFORMATION
1.8.22.11					--NO INFORMATION
1.9.10.11					--NO INFORMATION
1.9.12.11					--NO INFORMATION
1.9.14.11					--NO INFORMATION
1.9.16.11					--NO INFORMATION
1.9.18.11					--NO INFORMATION
1.9.2.11					--NO INFORMATION
1.9.20.11					--NO INFORMATION
1.9.22.11					--NO INFORMATION
1.9.4.11					--NO INFORMATION
1.9.41.10					--NO INFORMATION
1.9.43.10					--NO INFORMATION
1.9.45.10					--NO INFORMATION
1.9.47.10					--NO INFORMATION
1.9.49.10					--NO INFORMATION
1.9.6.11					--NO INFORMATION
1.9.8.11					--NO INFORMATION
1.9.42.8			Z0020	ECs0019	
1.11.42.8			Z0021	ECs0021	
1.1.9.9			Z0022	ECs0022	
1.3.9.9			Z0023	ECs0023	
1.5.9.9			Z0024	ECs0024	
1.7.9.9			Z0025	ECs0025	
1.9.9.9			Z0039		
1.11.9.9			Z0056	ECs0052	
1.1.44.8			Z0057	ECs0053	
1.3.44.8			Z0078	ECs0073	
1.7.11.9			Z0244	ECs0212	
1.9.11.9			Z0245	ECs0213	
1.11.11.9			Z0246	ECs0214	
1.1.46.8			Z0247	ECs0215	
1.3.46.8			Z0248	ECs0216	
1.5.46.8			Z0249	ECs0217	
1.7.46.8			Z0250	ECs0218	
1.9.46.8			Z0251	ECs0220	
1.11.46.8			Z0252	ECs0221	
1.1.13.9			Z0253	ECs0222	
1.3.13.9			Z0254	ECs0223	
1.5.13.9			Z0255	ECs0224	
1.7.13.9			Z0256	ECs0225	
1.9.13.9			Z0257	ECs0226	
1.11.13.9			Z0258	ECs0227	
1.1.48.8			Z0259	ECs0228	
1.3.48.8			Z0260	ECs0229	
1.5.48.8			Z0261	ECs0230	
1.7.48.8			Z0262	ECs0231	
1.9.48.8			Z0263	ECs0232	
1.11.48.8			Z0264	ECs0233	
1.1.15.9			Z0265		
1.3.15.9			Z0266	ECs0234	
1.5.15.9			Z0267	ECs0236	
1.7.15.9			Z0268	ECs0237	
1.9.15.9			Z0269	ECs0238	
1.1.1.9			Z0308	ECs0273	
1.3.1.9			Z0309	ECs0274	
1.5.1.9			Z0310	ECs0276	
1.7.1.9			Z0311	ECs0277	
1.9.1.9			Z0312	ECs0278	
1.11.1.9			Z0313	ECs0279	
1.1.17.9			Z0314	ECs0283	
1.3.17.9			Z0315	ECs0282	
1.5.17.9			Z0316	ECs0281	
1.7.17.9			Z0317	ECs0280	
1.9.17.9			Z0319	ECs0285	
1.11.17.9			Z0321	ECs0287	
1.1.3.9			Z0322	ECs0288	
1.3.3.9			Z0324	ECs0289	
1.5.3.9			Z0325	ECs0290	
1.7.3.9			Z0326	ECs0291	
1.9.3.9			Z0327	ECs0292	
1.11.3.9			Z0328	ECs0293	
1.1.19.9			Z0330	ECs0294	
1.3.19.9			Z0331	ECs0295	
1.5.19.9			Z0332	ECs0296	
1.11.19.9			Z0335		
1.1.5.9			Z0336	ECs0299	
1.3.5.9			Z0337	ECs0300	
1.5.5.9			Z0338	ECs0302	
1.7.5.9			Z0339	ECs0303	
1.9.5.9			Z0340	ECs0304	
1.11.5.9			Z0343	ECs0306	
1.1.21.9			Z0344	ECs0307	
1.3.21.9			Z0345		
1.5.21.9			Z0346	ECs0309	
1.7.21.9			Z0347	ECs0310	
1.9.21.9			Z0348	ECs0311	
1.11.21.9			Z0362		
1.1.7.9			Z0366	ECs0329	
1.3.7.9			Z0367	ECs0330	
1.5.7.9			Z0369	ECs0331	
1.7.7.9			Z0370	ECs0332	
1.9.7.9			Z0371	ECs0333	
1.11.7.9			Z0372	ECs0334	
1.1.23.9			Z0373		
1.3.23.9			Z0374	ECs0335	
1.5.23.9			Z0377	ECs0338	
1.7.23.9			Z0389	ECs0349	
1.9.23.9			Z0390	ECs0350	
1.11.23.9			Z0391	ECs0351	
1.4.42.8			Z0392	ECs0352	
1.6.42.8			Z0393	ECs0353	
1.8.42.8			Z0394	ECs0354	
1.10.42.8			Z0395	ECs0355	
1.12.42.8			Z0397		
1.2.9.9			Z0402	ECs0362	
1.4.9.9			Z0414		
1.6.9.9			Z0415	ECs0374	
1.8.9.9			Z0416	ECs0375	
1.10.9.9			Z0417	ECs0376	
1.12.9.9			Z0418	ECs0377	
1.2.44.8			Z0419	ECs0378	
1.4.44.8			Z0431		
1.6.44.8			Z0442	ECs0399	
1.8.44.8			Z0443	ECs0400	
1.2.11.9			Z0461	ECs0416	
1.4.11.9			Z0462	ECs0417	
1.6.11.9			Z0463	ECs0418	
1.8.11.9			Z0491	ECs0443	
1.10.11.9			Z0502	ECs0454	
1.12.11.9			Z0509	ECs0461	
1.2.46.8			Z0510	ECs0462	
1.4.46.8			Z0521	ECs0472	
1.6.46.8			Z0608	ECs0540	
1.8.46.8			Z0609	ECs0541	
